Myrcella Sand;Female;myrcella.sand@the-westerlands.com;AF;MH
Catelyn Flowers;Female;catelyn.flowers@the-north.com;HT;CX
Eddard Sand;Male;eddard.sand@the-reach.com;MW;VE
Joffrey Flowers;Male;joffrey.flowers@the-stormlands.com;AG;LT
Rickon Sand;Male;rickon.sand@the-riverlands.com;GY;BV
Rickon Pyke;Male;rickon.pyke@the-north.com;CN;TT
Joffrey Storm;Male;joffrey.storm@the-vale.com;TH;OM
Tywin Waters;Male;tywin.waters@the-vale.com;DO;JO
Joffrey Stone;Male;joffrey.stone@dorne.com;VU;UG
Cersei Pyke;Female;cersei.pyke@the-vale.com;ZM;LV
Bran Snow;Male;bran.snow@the-stormlands.com;YT;SB
Joffrey Waters;Male;joffrey.waters@the-north.com;CR;BZ
Myrcella Hill;Female;myrcella.hill@the-crownlands.com;KG;BI
Eddard Snow;Male;eddard.snow@the-riverlands.com;NF;SM
Jamie Flowers;Male;jamie.flowers@dorne.com;LR;GQ
Sansa Waters;Female;sansa.waters@the-north.com;CL;NU
Sansa Stone;Female;sansa.stone@the-vale.com;CA;IE
Cersei Sand;Female;cersei.sand@the-north.com;CX;MT
Arya Rivers;Female;arya.rivers@the-north.com;NE;ZW
Sansa Flowers;Female;sansa.flowers@the-reach.com;ME;IL
Tywin Waters;Male;tywin.waters@the-vale.com;EH;MQ
Jon Flowers;Male;jon.flowers@the-vale.com;SC;LK
Myrcella Stone;Female;myrcella.stone@dorne.com;FM;VG
Robb Waters;Male;robb.waters@the-stormlands.com;IO;LY
Tommen Pyke;Male;tommen.pyke@the-riverlands.com;IS;NL
Tywin Flowers;Male;tywin.flowers@the-stormlands.com;SO;MM
Tyrion Sand;Male;tyrion.sand@the-iron-islands.com;HT;MM
Cersei Waters;Female;cersei.waters@the-north.com;TN;TF
Tommen Snow;Male;tommen.snow@the-stormlands.com;NL;CA
Joffrey Pyke;Male;joffrey.pyke@dorne.com;BJ;AE
Tyrion Storm;Male;tyrion.storm@dorne.com;LY;GN
Joffrey Stone;Male;joffrey.stone@the-riverlands.com;TK;FI
Catelyn Rivers;Female;catelyn.rivers@the-north.com;GI;NR
Tyrion Pyke;Male;tyrion.pyke@the-reach.com;MT;BH
Cersei Waters;Female;cersei.waters@the-iron-islands.com;TO;PY
Rickon Waters;Male;rickon.waters@the-north.com;NR;QA
Catelyn Storm;Female;catelyn.storm@the-westerlands.com;TC;LC
Cersei Stone;Female;cersei.stone@the-westerlands.com;AT;TF
Jamie Hill;Male;jamie.hill@the-iron-islands.com;PK;SJ
Robb Sand;Male;robb.sand@the-crownlands.com;MK;HK
Tywin Stone;Male;tywin.stone@the-westerlands.com;MS;MM
Jon Stone;Male;jon.stone@the-crownlands.com;LC;SL
Jamie Snow;Male;jamie.snow@the-vale.com;HT;KM
Eddard Rivers;Male;eddard.rivers@the-iron-islands.com;LI;ME
Jon Hill;Male;jon.hill@the-crownlands.com;MO;PL
Tommen Stone;Male;tommen.stone@the-iron-islands.com;BY;LV
Jon Sand;Male;jon.sand@the-iron-islands.com;MU;NZ
Jon Pyke;Male;jon.pyke@the-crownlands.com;NI;DZ
Jamie Flowers;Male;jamie.flowers@the-riverlands.com;RO;RW
Sansa Flowers;Female;sansa.flowers@the-iron-islands.com;CY;NE
Bran Storm;Male;bran.storm@the-westerlands.com;KR;NL
Myrcella Hill;Female;myrcella.hill@dorne.com;AX;MZ
Jon Hill;Male;jon.hill@the-westerlands.com;BG;TJ
Cersei Snow;Female;cersei.snow@the-riverlands.com;LC;EE
Jon Waters;Male;jon.waters@the-vale.com;SL;BT
Eddard Rivers;Male;eddard.rivers@the-stormlands.com;MU;VG
Jamie Hill;Male;jamie.hill@the-vale.com;BD;NL
Bran Hill;Male;bran.hill@the-stormlands.com;TC;LA
Eddard Flowers;Male;eddard.flowers@the-iron-islands.com;SB;UZ
Myrcella Hill;Female;myrcella.hill@dorne.com;FK;RO
Cersei Snow;Female;cersei.snow@the-westerlands.com;TJ;AQ
Eddard Snow;Male;eddard.snow@the-westerlands.com;MY;SV
Tommen Flowers;Male;tommen.flowers@dorne.com;IN;KW
Joffrey Rivers;Male;joffrey.rivers@the-crownlands.com;KP;CF
Jon Flowers;Male;jon.flowers@the-north.com;CA;KZ
Eddard Flowers;Male;eddard.flowers@the-riverlands.com;WS;ME
Tyrion Flowers;Male;tyrion.flowers@the-stormlands.com;AI;FO
Arya Snow;Female;arya.snow@the-stormlands.com;AE;PA
Robb Hill;Male;robb.hill@the-vale.com;KI;DE
Eddard Snow;Male;eddard.snow@the-crownlands.com;HM;TL
Rickon Storm;Male;rickon.storm@the-riverlands.com;BR;BG
Bran Waters;Male;bran.waters@the-riverlands.com;CD;PF
Jamie Rivers;Male;jamie.rivers@the-crownlands.com;NU;SE
Rickon Hill;Male;rickon.hill@the-crownlands.com;SG;PG
Cersei Hill;Female;cersei.hill@the-crownlands.com;ZW;BD
Joffrey Hill;Male;joffrey.hill@dorne.com;LU;MX
Cersei Rivers;Female;cersei.rivers@the-vale.com;KG;TJ
Tyrion Waters;Male;tyrion.waters@the-westerlands.com;TK;GF
Joffrey Rivers;Male;joffrey.rivers@dorne.com;GL;ST
Sansa Waters;Female;sansa.waters@the-riverlands.com;XK;CA
Eddard Pyke;Male;eddard.pyke@the-north.com;MS;GF
Tyrion Snow;Male;tyrion.snow@dorne.com;EE;SB
Tywin Stone;Male;tywin.stone@the-north.com;ME;VE
Arya Pyke;Female;arya.pyke@the-westerlands.com;UG;MQ
Sansa Hill;Female;sansa.hill@the-crownlands.com;KW;VG
Catelyn Pyke;Female;catelyn.pyke@dorne.com;UG;NG
Jamie Snow;Male;jamie.snow@the-reach.com;PS;ME
Robb Stone;Male;robb.stone@the-iron-islands.com;VE;DE
Sansa Waters;Female;sansa.waters@the-riverlands.com;SD;MA
Arya Rivers;Female;arya.rivers@the-reach.com;PT;KZ
Robb Snow;Male;robb.snow@dorne.com;JO;NG
Catelyn Stone;Female;catelyn.stone@the-crownlands.com;CN;VU
Bran Sand;Male;bran.sand@dorne.com;GQ;LR
Joffrey Hill;Male;joffrey.hill@the-reach.com;GP;BE
Cersei Storm;Female;cersei.storm@the-crownlands.com;MA;GR
Joffrey Snow;Male;joffrey.snow@the-vale.com;LV;DJ
Joffrey Stone;Male;joffrey.stone@the-reach.com;CY;HN
Joffrey Stone;Male;joffrey.stone@the-north.com;PL;TV
Jamie Stone;Male;jamie.stone@the-reach.com;RU;GR
Arya Storm;Female;arya.storm@the-riverlands.com;GB;PK
Tywin Rivers;Male;tywin.rivers@the-vale.com;MM;GT
Tywin Stone;Male;tywin.stone@the-crownlands.com;JE;PA
Catelyn Snow;Female;catelyn.snow@the-westerlands.com;SI;GT
Catelyn Snow;Female;catelyn.snow@the-reach.com;TK;NP
Myrcella Stone;Female;myrcella.stone@the-reach.com;FO;CU
Tyrion Stone;Male;tyrion.stone@the-westerlands.com;SH;MY
Jamie Flowers;Male;jamie.flowers@the-riverlands.com;MN;AS
Tywin Sand;Male;tywin.sand@the-westerlands.com;CM;ID
Catelyn Waters;Female;catelyn.waters@the-north.com;TW;PT
Cersei Snow;Female;cersei.snow@the-vale.com;TR;PA
Robb Flowers;Male;robb.flowers@the-stormlands.com;BY;VG
Joffrey Waters;Male;joffrey.waters@dorne.com;AI;MV
Jamie Rivers;Male;jamie.rivers@the-reach.com;KG;BM
Bran Snow;Male;bran.snow@the-iron-islands.com;RO;EE
Myrcella Waters;Female;myrcella.waters@the-westerlands.com;ID;CG
Arya Flowers;Female;arya.flowers@the-stormlands.com;PT;TD
Catelyn Hill;Female;catelyn.hill@the-reach.com;CR;BD
Robb Sand;Male;robb.sand@the-iron-islands.com;SD;SK
Tyrion Storm;Male;tyrion.storm@the-crownlands.com;VE;SO
Catelyn Waters;Female;catelyn.waters@the-riverlands.com;UM;TZ
Robb Rivers;Male;robb.rivers@the-reach.com;SY;GH
Sansa Stone;Female;sansa.stone@the-vale.com;PH;SI
Arya Pyke;Female;arya.pyke@the-iron-islands.com;GH;SK
Sansa Flowers;Female;sansa.flowers@the-iron-islands.com;VN;FR
Tywin Snow;Male;tywin.snow@the-riverlands.com;DE;SH
Myrcella Flowers;Female;myrcella.flowers@the-iron-islands.com;CD;CK
Sansa Flowers;Female;sansa.flowers@the-stormlands.com;LY;SC
Tommen Waters;Male;tommen.waters@the-reach.com;XK;LY
Arya Flowers;Female;arya.flowers@the-crownlands.com;LC;AU
Robb Sand;Male;robb.sand@the-north.com;YE;BH
Myrcella Stone;Female;myrcella.stone@the-reach.com;AL;HU
Bran Flowers;Male;bran.flowers@the-westerlands.com;PW;WS
Rickon Pyke;Male;rickon.pyke@the-stormlands.com;TH;GP
Sansa Waters;Female;sansa.waters@the-westerlands.com;SK;PW
Jon Storm;Male;jon.storm@the-crownlands.com;CM;BV
Catelyn Storm;Female;catelyn.storm@the-reach.com;IE;OM
Catelyn Hill;Female;catelyn.hill@the-vale.com;IL;NP
Bran Rivers;Male;bran.rivers@the-riverlands.com;TO;OM
Bran Sand;Male;bran.sand@the-north.com;IO;MR
Robb Hill;Male;robb.hill@the-vale.com;AG;PR
Bran Sand;Male;bran.sand@the-vale.com;RU;BA
Myrcella Storm;Female;myrcella.storm@the-vale.com;SO;PM
Catelyn Stone;Female;catelyn.stone@the-iron-islands.com;VI;GN
Robb Rivers;Male;robb.rivers@the-iron-islands.com;SB;AO
Cersei Hill;Female;cersei.hill@the-crownlands.com;PF;RO
Bran Hill;Male;bran.hill@the-vale.com;AI;BY
Catelyn Flowers;Female;catelyn.flowers@the-crownlands.com;GN;SN
Myrcella Rivers;Female;myrcella.rivers@the-reach.com;TG;PR
Jon Flowers;Male;jon.flowers@the-vale.com;TC;LT
